session_id,count,large_order
8480,36,True
13199,36,True
20641,36,True
20482,36,True
15547,36,True
6574,36,True
23003,36,True
15362,36,True
6038,36,True
11700,36,True
6385,36,True
6383,36,True
17501,36,True
22166,36,True
7503,35,True
13291,35,True
14890,35,True
1574,35,True
6853,35,True
23795,35,True
17361,35,True
5605,35,True
690,35,True
12520,35,True
4780,35,True
3934,35,True
4832,35,True
14695,35,True
17438,35,True
8275,35,True
764,35,True
5794,35,True
14069,35,True
8171,35,True
2298,35,True
6056,35,True
21682,35,True
19017,35,True
2528,35,True
11317,35,True
15198,35,True
15121,35,True
7233,35,True
19868,35,True
6034,35,True
7195,34,True
5118,34,True
18916,34,True
9268,34,True
7889,34,True
10574,34,True
9796,34,True
9801,34,True
14023,34,True
21540,34,True
11810,34,True
21317,34,True
19476,34,True
6569,34,True
7547,34,True
1527,34,True
22997,34,True
15646,34,True
3173,34,True
19482,34,True
19229,34,True
7082,34,True
14815,34,True
8136,34,True
8117,34,True
14912,34,True
15570,34,True
10205,34,True
10428,34,True
21067,34,True
2183,34,True
3609,34,True
13220,34,True
7757,33,True
9516,33,True
14096,33,True
14210,33,True
13945,33,True
8411,33,True
16721,33,True
563,33,True
2206,33,True
18212,33,True
20938,33,True
4782,33,True
4712,33,True
4715,33,True
22898,33,True
21108,33,True
14976,33,True
9657,33,True
22313,33,True
23834,33,True
23504,33,True
11128,33,True
2997,33,True
11752,33,True
17685,33,True
6794,33,True
6663,33,True
513,33,True
16183,33,True
19320,33,True
849,33,True
21295,33,True
17556,33,True
14615,33,True
22439,33,True
17897,33,True
3090,33,True
17844,33,True
3131,33,True
12737,33,True
603,33,True
16275,33,True
4659,33,True
23963,32,True
12784,32,True
2627,32,True
10742,32,True
22984,32,True
342,32,True
9918,32,True
14141,32,True
23361,32,True
10472,32,True
4416,32,True
4445,32,True
11032,32,True
5528,32,True
4002,32,True
22870,32,True
6121,32,True
19578,32,True
6676,32,True
13238,32,True
6985,32,True
6977,32,True
12431,32,True
10277,32,True
23443,32,True
10297,32,True
19966,32,True
19956,32,True
22361,32,True
15948,32,True
6490,32,True
12623,32,True
7344,32,True
3392,32,True
157,32,True
16446,31,True
18873,31,True
22238,31,True
12057,31,True
7809,31,True
23043,31,True
1220,31,True
1218,31,True
196,31,True
17132,31,True
23720,31,True
239,31,True
8436,31,True
2649,31,True
20261,31,True
6981,31,True
4806,31,True
21545,31,True
7838,31,True
22711,31,True
4862,31,True
2710,31,True
2881,31,True
2465,31,True
23233,31,True
5321,31,True
501,31,True
21714,31,True
13942,31,True
11031,31,True
14866,31,True
8113,31,True
4577,31,True
17602,31,True
7890,31,True
17949,31,True
417,31,True
6117,31,True
14811,31,True
10478,31,True
220,31,True
12296,31,True
21742,31,True
9343,31,True
7372,31,True
19087,31,True
9473,31,True
3786,31,True
22026,31,True
13023,31,True
22329,31,True
18799,30,True
18584,30,True
12979,30,True
10770,30,True
22181,30,True
3096,30,True
13934,30,True
22374,30,True
9203,30,True
201,30,True
23996,30,True
12758,30,True
12893,30,True
2007,30,True
8104,30,True
17392,30,True
17439,30,True
23407,30,True
10935,30,True
16249,30,True
4045,30,True
3269,30,True
16878,30,True
8704,30,True
4313,30,True
14308,30,True
966,30,True
956,30,True
14341,30,True
8064,30,True
5558,30,True
20146,30,True
8337,30,True
2919,30,True
15959,30,True
15932,30,True
1110,30,True
13892,30,True
13830,30,True
22463,30,True
11010,30,True
10930,30,True
7036,30,True
21488,30,True
21440,30,True
14206,30,True
13500,30,True
22924,30,True
21047,30,True
15219,30,True
20837,30,True
2289,30,True
17804,30,True
553,30,True
22593,30,True
17169,30,True
2186,30,True
16387,30,True
23256,30,True
3528,30,True
12777,30,True
22308,30,True
7234,30,True
3411,30,True
10067,30,True
6201,30,True
4143,30,True
9847,30,True
4087,30,True
3596,29,True
1236,29,True
18190,29,True
8781,29,True
10414,29,True
17506,29,True
17458,29,True
4453,29,True
21293,29,True
18570,29,True
22160,29,True
18940,29,True
3507,29,True
1452,29,True
12464,29,True
21322,29,True
21311,29,True
11549,29,True
10200,29,True
20703,29,True
16776,29,True
2679,29,True
15836,29,True
277,29,True
9910,29,True
21642,29,True
20406,29,True
5289,29,True
8398,29,True
4964,29,True
8639,29,True
10638,29,True
2865,29,True
1680,29,True
11385,29,True
20858,29,True
2344,29,True
2335,29,True
11088,29,True
1610,29,True
19246,29,True
7645,29,True
13665,29,True
13658,29,True
22199,29,True
12853,29,True
9573,29,True
7355,28,True
18645,28,True
18604,28,True
16321,28,True
9255,28,True
22004,28,True
18657,28,True
13020,28,True
1115,28,True
23731,28,True
14516,28,True
877,28,True
6282,28,True
22129,28,True
3578,28,True
23596,28,True
7678,28,True
11151,28,True
23046,28,True
8006,28,True
21254,28,True
19778,28,True
17424,28,True
6627,28,True
7481,28,True
21446,28,True
9059,28,True
6382,28,True
11654,28,True
8145,28,True
20980,28,True
5931,28,True
22622,28,True
15739,28,True
19817,28,True
17214,28,True
17165,28,True
17695,28,True
13534,28,True
20140,28,True
4335,28,True
17004,28,True
10467,28,True
695,28,True
3092,28,True
22690,28,True
16450,28,True
18912,28,True
18256,28,True
18405,28,True
23244,28,True
18214,28,True
3530,28,True
21770,27,True
5691,27,True
23050,27,True
21312,27,True
18781,27,True
6883,27,True
173,27,True
22521,27,True
5173,27,True
16647,27,True
1714,27,True
20156,27,True
16792,27,True
10548,27,True
5476,27,True
512,27,True
4349,27,True
2442,27,True
2774,27,True
16619,27,True
8495,27,True
20413,27,True
5228,27,True
5254,27,True
16181,27,True
20723,27,True
17238,27,True
4281,27,True
15190,27,True
2142,27,True
10968,27,True
20532,27,True
360,27,True
14312,27,True
1848,27,True
7961,27,True
13247,27,True
7078,27,True
1473,27,True
21891,27,True
21870,27,True
22489,27,True
20513,27,True
22575,27,True
1091,27,True
13827,27,True
15056,27,True
14967,27,True
5959,27,True
2119,27,True
21222,27,True
23532,27,True
22789,27,True
6107,27,True
19369,27,True
9884,27,True
3203,27,True
1642,27,True
24018,27,True
10764,27,True
20336,27,True
12963,27,True
107,27,True
16429,27,True
23863,27,True
17056,27,True
4693,27,True
10403,27,True
13053,27,True
16502,27,True
12950,27,True
1318,27,True
525,26,True
15262,26,True
14883,26,True
16989,26,True
11880,26,True
23713,26,True
23703,26,True
23634,26,True
983,26,True
4160,26,True
22705,26,True
22676,26,True
23399,26,True
7724,26,True
17808,26,True
17848,26,True
9872,26,True
6775,26,True
8874,26,True
2317,26,True
8152,26,True
955,26,True
11723,26,True
6372,26,True
17771,26,True
14333,26,True
14179,26,True
22161,26,True
12456,26,True
5298,26,True
1535,26,True
22151,26,True
22152,26,True
18650,26,True
18975,26,True
5214,26,True
9568,26,True
6130,26,True
10187,26,True
7554,26,True
4992,26,True
2168,26,True
8916,26,True
19663,26,True
19686,26,True
9412,26,True
18757,26,True
18464,26,True
18563,26,True
7136,26,True
20784,26,True
20773,26,True
5026,26,True
20942,26,True
8722,26,True
19582,26,True
7113,26,True
6467,26,True
9982,26,True
17444,26,True
6820,26,True
3214,26,True
19256,26,True
21333,26,True
3927,26,True
9157,26,True
1890,26,True
4675,26,True
8154,26,True
12549,26,True
420,26,True
23726,26,True
19150,26,True
3831,26,True
22467,26,True
20561,26,True
23324,26,True
584,26,True
5328,25,True
8917,25,True
23843,25,True
5341,25,True
7227,25,True
2257,25,True
18404,25,True
3381,25,True
16145,25,True
4032,25,True
18106,25,True
10822,25,True
10929,25,True
9590,25,True
11215,25,True
23773,25,True
13330,25,True
8306,25,True
6980,25,True
21857,25,True
7340,25,True
3334,25,True
253,25,True
10684,25,True
10384,25,True
15,25,True
212,25,True
3764,25,True
24000,25,True
20355,25,True
1497,25,True
4113,25,True
18960,25,True
23947,25,True
7495,25,True
23444,25,True
23001,25,True
3734,25,True
9533,25,True
14038,25,True
21613,25,True
10169,25,True
17825,25,True
2794,25,True
21209,25,True
6693,25,True
23524,25,True
10319,25,True
21700,25,True
16005,25,True
23042,25,True
20207,25,True
20604,25,True
23068,25,True
23131,25,True
11008,25,True
4241,25,True
5546,25,True
6214,25,True
2022,25,True
6356,25,True
19590,25,True
493,25,True
2688,25,True
10293,25,True
15312,25,True
21396,25,True
14264,25,True
539,25,True
542,25,True
22607,25,True
20642,25,True
17509,25,True
2038,25,True
4614,25,True
17539,25,True
11848,25,True
14474,25,True
947,25,True
17692,25,True
321,25,True
21517,25,True
21514,25,True
1802,25,True
6503,25,True
8029,25,True
6220,25,True
14119,25,True
5262,25,True
14533,25,True
7847,25,True
2975,25,True
8529,24,True
1170,24,True
18290,24,True
18154,24,True
13567,24,True
1572,24,True
21826,24,True
23764,24,True
3177,24,True
17879,24,True
22379,24,True
2809,24,True
19951,24,True
19954,24,True
18513,24,True
18509,24,True
7177,24,True
9232,24,True
22100,24,True
16507,24,True
3211,24,True
16250,24,True
20852,24,True
15416,24,True
803,24,True
18100,24,True
20946,24,True
2135,24,True
15154,24,True
21006,24,True
10988,24,True
5384,24,True
16683,24,True
8705,24,True
8125,24,True
19469,24,True
9928,24,True
11897,24,True
21628,24,True
16835,24,True
22673,24,True
10927,24,True
17854,24,True
1051,24,True
6784,24,True
13742,24,True
9071,24,True
12161,24,True
7710,24,True
12084,24,True
1085,24,True
21706,24,True
8862,24,True
13811,24,True
4547,24,True
4526,24,True
10353,24,True
17725,24,True
22753,24,True
6398,24,True
14702,24,True
14659,24,True
1995,24,True
14581,24,True
10563,24,True
21454,24,True
2401,24,True
5422,24,True
23021,24,True
21357,24,True
815,24,True
21219,24,True
19758,24,True
899,24,True
4442,24,True
19570,24,True
4563,24,True
4594,24,True
23680,24,True
15616,24,True
2267,24,True
23785,24,True
18183,24,True
18839,24,True
16503,24,True
8569,24,True
3291,24,True
23467,24,True
12750,24,True
5161,24,True
18889,24,True
12478,24,True
13446,24,True
16076,24,True
8876,24,True
23593,24,True
23576,24,True
23540,24,True
11520,24,True
3606,23,True
6911,23,True
13370,23,True
12523,23,True
7477,23,True
21976,23,True
7061,23,True
9208,23,True
1350,23,True
4679,23,True
2826,23,True
17030,23,True
18277,23,True
18204,23,True
3940,23,True
1226,23,True
18855,23,True
18837,23,True
18383,23,True
9893,23,True
4076,23,True
19457,23,True
13610,23,True
9718,23,True
22991,23,True
11089,23,True
8344,23,True
8177,23,True
8224,23,True
10352,23,True
13911,23,True
13863,23,True
21721,23,True
7708,23,True
13743,23,True
21746,23,True
3189,23,True
4880,23,True
4911,23,True
16595,23,True
10992,23,True
10986,23,True
5917,23,True
21058,23,True
5947,23,True
5639,23,True
15505,23,True
15542,23,True
5686,23,True
11164,23,True
5727,23,True
5831,23,True
3274,23,True
1530,23,True
16218,23,True
20455,23,True
8513,23,True
16111,23,True
16085,23,True
16806,23,True
16782,23,True
16785,23,True
4881,23,True
21448,23,True
7894,23,True
14078,23,True
23698,23,True
17822,23,True
10405,23,True
8138,23,True
15776,23,True
5517,23,True
10532,23,True
23375,23,True
514,23,True
498,23,True
2750,23,True
14689,23,True
6206,23,True
7949,23,True
17682,23,True
17645,23,True
23526,23,True
4423,23,True
11583,23,True
17373,23,True
5338,23,True
12380,23,True
1140,23,True
43,23,True
1309,23,True
22235,23,True
16422,23,True
12710,23,True
18575,23,True
19061,23,True
12664,23,True
12932,23,True
1423,23,True
7230,23,True
18599,23,True
18580,23,True
15371,23,True
10377,23,True
23489,23,True
3489,22,True
13148,22,True
7185,22,True
19560,22,True
16069,22,True
19386,22,True
19416,22,True
16123,22,True
5263,22,True
17589,22,True
19589,22,True
1721,22,True
12002,22,True
17930,22,True
3163,22,True
22822,22,True
7981,22,True
11013,22,True
21127,22,True
5996,22,True
6696,22,True
7852,22,True
6812,22,True
22811,22,True
6520,22,True
23741,22,True
8443,22,True
1222,22,True
1197,22,True
1491,22,True
1597,22,True
8232,22,True
10393,22,True
9754,22,True
23201,22,True
16268,22,True
16337,22,True
15266,22,True
4758,22,True
18279,22,True
17035,22,True
5855,22,True
18185,22,True
15174,22,True
9612,22,True
8525,22,True
3766,22,True
1015,22,True
10568,22,True
20807,22,True
22640,22,True
15826,22,True
20252,22,True
5006,22,True
21927,22,True
10618,22,True
21515,22,True
3290,22,True
9758,22,True
18199,22,True
10733,22,True
16566,22,True
2356,22,True
23185,22,True
19363,22,True
9880,22,True
9871,22,True
15057,22,True
4583,22,True
11415,22,True
4841,22,True
10558,22,True
11186,22,True
7526,22,True
13167,22,True
15553,22,True
23342,22,True
2717,22,True
4506,22,True
4153,22,True
5820,22,True
4492,22,True
7485,22,True
17714,22,True
17767,22,True
17236,22,True
14828,22,True
1747,22,True
14261,22,True
1832,22,True
19655,22,True
3138,22,True
4216,22,True
1988,22,True
382,22,True
23581,22,True
7133,22,True
8056,22,True
22287,22,True
16271,22,True
19006,22,True
11712,21,True
10786,21,True
2534,21,True
1244,21,True
9297,21,True
24009,21,True
21677,21,True
1043,21,True
13947,21,True
18962,21,True
23937,21,True
23881,21,True
2481,21,True
8900,21,True
1824,21,True
6427,21,True
4274,21,True
1759,21,True
19898,21,True
19917,21,True
2087,21,True
23635,21,True
6086,21,True
12065,21,True
11378,21,True
15602,21,True
5582,21,True
15622,21,True
2296,21,True
10339,21,True
9917,21,True
11272,21,True
19840,21,True
14679,21,True
14700,21,True
2942,21,True
16738,21,True
4893,21,True
13373,21,True
3864,21,True
2191,21,True
11228,21,True
10580,21,True
4913,21,True
13234,21,True
20058,21,True
13803,21,True
1665,21,True
18082,21,True
17957,21,True
4072,21,True
21768,21,True
21021,21,True
5955,21,True
23038,21,True
23066,21,True
7528,21,True
21071,21,True
6729,21,True
7720,21,True
8433,21,True
16541,21,True
23096,21,True
21223,21,True
6482,21,True
20669,21,True
5500,21,True
15819,21,True
16510,21,True
23380,21,True
8677,21,True
15370,21,True
1146,21,True
20830,21,True
5698,21,True
19023,21,True
12728,21,True
3667,21,True
20622,21,True
4801,21,True
4694,21,True
17117,21,True
15238,21,True
15223,21,True
23491,21,True
23481,21,True
22976,21,True
17115,21,True
18406,21,True
5068,21,True
8552,21,True
5174,21,True
22102,21,True
4626,21,True
22917,21,True
9185,21,True
433,21,True
16913,21,True
20005,21,True
9770,21,True
19249,21,True
1487,21,True
21777,21,True
9176,21,True
23321,21,True
10958,21,True
10687,21,True
7101,21,True
9060,21,True
3105,21,True
3107,21,True
19507,21,True
13953,21,True
19334,21,True
14770,21,True
278,21,True
2882,21,True
14644,21,True
22832,21,True
11510,21,True
8977,21,True
4190,21,True
12001,21,True
10254,21,True
17287,21,True
13936,21,True
4387,21,True
3585,21,True
18816,21,True
22241,21,True
19704,21,True
9314,21,True
33,21,True
12907,21,True
11997,21,True
22072,21,True
18579,21,True
3722,21,True
9253,21,True
11590,21,True
18621,21,True
23962,21,True
67,21,True
6227,21,True
11609,21,True
17679,21,True
14382,21,True
21233,21,True
21236,21,True
604,20,True
18727,20,True
14393,20,True
5109,20,True
12927,20,True
7306,20,True
7328,20,True
5276,20,True
16203,20,True
20466,20,True
9361,20,True
22058,20,True
13103,20,True
13052,20,True
18644,20,True
17885,20,True
17872,20,True
3583,20,True
1303,20,True
19678,20,True
10118,20,True
17540,20,True
10178,20,True
21318,20,True
14314,20,True
10152,20,True
621,20,True
23222,20,True
11505,20,True
19519,20,True
4194,20,True
279,20,True
14706,20,True
19769,20,True
21558,20,True
7841,20,True
19301,20,True
1563,20,True
1488,20,True
18113,20,True
13597,20,True
13521,20,True
23766,20,True
17133,20,True
8219,20,True
20971,20,True
20958,20,True
16978,20,True
18146,20,True
18329,20,True
15390,20,True
3325,20,True
5758,20,True
15428,20,True
12383,20,True
7552,20,True
19204,20,True
18272,20,True
13455,20,True
13473,20,True
12379,20,True
21512,20,True
19593,20,True
992,20,True
10610,20,True
8322,20,True
8305,20,True
2280,20,True
2282,20,True
15565,20,True
4848,20,True
5720,20,True
19183,20,True
4513,20,True
14789,20,True
19849,20,True
9930,20,True
9931,20,True
19463,20,True
12019,20,True
7731,20,True
2829,20,True
15001,20,True
19764,20,True
4490,20,True
21246,20,True
23661,20,True
17747,20,True
9017,20,True
9047,20,True
11125,20,True
21875,20,True
7475,20,True
21923,20,True
6998,20,True
17240,20,True
7696,20,True
1090,20,True
21015,20,True
15115,20,True
1153,20,True
13692,20,True
1638,20,True
7609,20,True
22900,20,True
4575,20,True
17282,20,True
4569,20,True
12101,20,True
16417,20,True
16029,20,True
749,20,True
23117,20,True
16537,20,True
16556,20,True
5031,20,True
5462,20,True
7467,20,True
12559,20,True
19139,20,True
9715,20,True
18418,20,True
20654,20,True
3431,20,True
1418,20,True
12941,20,True
10825,20,True
16479,20,True
15951,20,True
15868,20,True
23319,20,True
2457,20,True
677,20,True
23162,20,True
9233,20,True
6717,20,True
13844,20,True
13883,20,True
12143,20,True
6708,20,True
6020,20,True
11555,20,True
2016,20,True
4139,20,True
8129,20,True
6607,20,True
17299,20,True
18807,20,True
12824,20,True
1201,20,True
9494,20,True
16154,20,True
11007,20,True
9322,20,True
8962,20,True
10070,20,True
14525,20,True
2979,20,True
19656,20,True
4289,20,True
3065,20,True
14500,20,True
6268,20,True
9370,19,True
16234,19,True
2510,19,True
5211,19,True
18634,19,True
7263,19,True
12924,19,True
1851,19,True
21383,19,True
21402,19,True
14445,19,True
2559,19,True
22288,19,True
16255,19,True
12741,19,True
11656,19,True
3015,19,True
17636,19,True
18958,19,True
10874,19,True
1273,19,True
13957,19,True
13989,19,True
8110,19,True
8167,19,True
2050,19,True
12146,19,True
211,19,True
3185,19,True
19342,19,True
2877,19,True
4576,19,True
4579,19,True
18036,19,True
4103,19,True
17954,19,True
21763,19,True
13716,19,True
18077,19,True
3237,19,True
10439,19,True
4607,19,True
12014,19,True
21618,19,True
14793,19,True
2918,19,True
4544,19,True
4549,19,True
14649,19,True
14668,19,True
6823,19,True
18134,19,True
15260,19,True
795,19,True
20015,19,True
15251,19,True
17160,19,True
20067,19,True
23435,19,True
9743,19,True
9170,19,True
9763,19,True
1568,19,True
1486,19,True
13419,19,True
18070,19,True
7626,19,True
1113,19,True
1073,19,True
11495,19,True
21264,19,True
6196,19,True
14554,19,True
23675,19,True
23395,19,True
12344,19,True
19231,19,True
19223,19,True
5797,19,True
20839,19,True
16887,19,True
4771,19,True
16929,19,True
10591,19,True
192,19,True
20135,19,True
722,19,True
2743,19,True
2721,19,True
522,19,True
23385,19,True
2204,19,True
2209,19,True
1475,19,True
21955,19,True
9199,19,True
13297,19,True
13246,19,True
7086,19,True
5615,19,True
8282,19,True
21854,19,True
17783,19,True
21248,19,True
21232,19,True
19761,19,True
17408,19,True
10222,19,True
4484,19,True
17432,19,True
5454,19,True
16517,19,True
5560,19,True
23000,19,True
8382,19,True
4921,19,True
21997,19,True
9637,19,True
146,19,True
10977,19,True
10980,19,True
5393,19,True
20578,19,True
15884,19,True
20530,19,True
16493,19,True
12585,19,True
7383,19,True
1339,19,True
13009,19,True
9638,19,True
7187,19,True
13141,19,True
8034,19,True
880,19,True
4420,19,True
17507,19,True
19731,19,True
17503,19,True
4399,19,True
10036,19,True
6344,19,True
14443,19,True
12756,19,True
16143,19,True
18731,19,True
18693,19,True
2477,19,True
20458,19,True
9375,19,True
12887,19,True
20509,19,True
5342,19,True
16061,19,True
10991,19,True
14473,19,True
7992,19,True
21415,19,True
21417,19,True
3649,18,True
18720,18,True
9335,18,True
7322,18,True
22218,18,True
20172,18,True
5713,18,True
12426,18,True
9752,18,True
4357,18,True
11135,18,True
15458,18,True
5726,18,True
20128,18,True
16748,18,True
4847,18,True
8653,18,True
23370,18,True
4831,18,True
16867,18,True
2763,18,True
6923,18,True
10134,18,True
6443,18,True
14222,18,True
6414,18,True
6450,18,True
11778,18,True
19554,18,True
17668,18,True
2961,18,True
17530,18,True
17526,18,True
17473,18,True
12994,18,True
1380,18,True
22528,18,True
15323,18,True
15289,18,True
183,18,True
5784,18,True
15341,18,True
18244,18,True
3277,18,True
19226,18,True
20984,18,True
4092,18,True
22927,18,True
9023,18,True
9063,18,True
8567,18,True
14593,18,True
13094,18,True
18494,18,True
18488,18,True
8605,18,True
11630,18,True
22068,18,True
9235,18,True
18564,18,True
18528,18,True
19037,18,True
19255,18,True
3217,18,True
18068,18,True
13594,18,True
3987,18,True
9188,18,True
12264,18,True
13235,18,True
575,18,True
15575,18,True
8286,18,True
20764,18,True
13245,18,True
10191,18,True
5088,18,True
23134,18,True
10003,18,True
7877,18,True
4467,18,True
1949,18,True
8087,18,True
21230,18,True
14134,18,True
3039,18,True
11578,18,True
8062,18,True
8247,18,True
9849,18,True
15608,18,True
16976,18,True
2887,18,True
10498,18,True
4635,18,True
17145,18,True
5872,18,True
13746,18,True
13762,18,True
17882,18,True
2092,18,True
11377,18,True
1070,18,True
22573,18,True
14807,18,True
19298,18,True
17241,18,True
17153,18,True
2828,18,True
9073,18,True
6734,18,True
14962,18,True
12066,18,True
12006,18,True
5983,18,True
21189,18,True
3783,18,True
18467,18,True
11076,18,True
3342,18,True
19121,18,True
4502,18,True
21269,18,True
21622,18,True
2446,18,True
3763,18,True
20677,18,True
15813,18,True
20536,18,True
20551,18,True
15954,18,True
15918,18,True
15881,18,True
23180,18,True
19391,18,True
21590,18,True
6041,18,True
11434,18,True
8123,18,True
8112,18,True
909,18,True
3313,18,True
18373,18,True
7445,18,True
12546,18,True
23519,18,True
19876,18,True
21014,18,True
22919,18,True
23032,18,True
5518,18,True
11041,18,True
23081,18,True
8582,18,True
17325,18,True
10613,18,True
4956,18,True
631,18,True
16107,18,True
22246,18,True
1307,18,True
22149,18,True
16049,18,True
5170,18,True
4340,18,True
19613,18,True
7212,18,True
18929,18,True
9264,18,True
22213,18,True
18840,18,True
14324,18,True
5379,18,True
6407,18,True
2492,18,True
20462,18,True
9379,18,True
3624,18,True
601,18,True
18680,17,True
22168,17,True
10529,17,True
11155,17,True
8326,17,True
23769,17,True
20127,17,True
20168,17,True
21821,17,True
13502,17,True
24019,17,True
5370,17,True
5358,17,True
16037,17,True
951,17,True
912,17,True
6401,17,True
1900,17,True
14422,17,True
14394,17,True
10042,17,True
1377,17,True
10040,17,True
17490,17,True
23839,17,True
3496,17,True
9586,17,True
9525,17,True
9355,17,True
4348,17,True
12632,17,True
22320,17,True
22153,17,True
1378,17,True
22107,17,True
16372,17,True
5135,17,True
1259,17,True
5111,17,True
10809,17,True
20341,17,True
12782,17,True
2925,17,True
10612,17,True
20215,17,True
20217,17,True
